,year,SimMod2.6_co2,SimMod2.6_t,SimMod2.6_f,SimMod4.5_co2,SimMod4.5_t,SimMod4.5_f,SimMod6.0_co2,SimMod6.0_t,SimMod6.0_f,SimMod8.5_co2,SimMod8.5_t,SimMod8.5_f
570,2335,-3.416036,0.9201198064083532,1.1149250925054608,2.5131793,2.5232728160001034,3.405334053939142,3.9710134,3.3781882304710606,4.586403301307821,7.0470606,6.41238207389235,8.80865825148861
571,2336,-3.416036,0.9178544397661766,1.1116945730589718,2.5073586800000003,2.522922765262033,3.404367048591766,3.96342384,3.3775898515034206,4.584831902409293,7.03930956,6.411085142050939,8.804964387526718
572,2337,-3.416036,0.9155956654345471,1.108476059501885,2.50153806,2.522574710670968,3.4034057785349905,3.95583428,3.376994942917666,4.583270865543202,7.03155852,6.409793998022072,8.801294181264474
573,2338,-3.416036,0.9133431323298634,1.105268251834526,2.49571744,2.522228641550018,3.40245019441339,3.94824472,3.3764035014322893,4.581720099589039,7.02380748,6.408508641447422,8.797647440312497
574,2339,-3.416036,0.9110965309449123,1.1020701802146802,2.48989682,2.5218845469461946,3.401500246374444,3.94065516,3.375815522677539,4.580179516302247,7.01605644,6.4072290724509156,8.79402397563697
575,2340,-3.416036,0.908852661486537,1.0988684849572128,2.4840762,2.5215424164480975,3.4005558878379083,3.9330656000000004,3.375231000586856,4.578649026402072,7.0083054,6.405955292246871,8.790423604664149
576,2341,-3.416036,0.9066091024782054,1.0956561665337134,2.47825558,2.5212022394374407,3.3996170715448217,3.92547604,3.374649928340186,4.577128543520038,7.00055436,6.404687302415814,8.786846147726726
577,2342,-3.416036,0.9043673231789776,1.0924437055721261,2.47243496,2.5208640053045435,3.398683750888025,3.91788648,3.3740722982938056,4.575617982776709,6.99280332,6.403425105331041,8.783291430394394
578,2343,-3.416036,0.9021288324253446,1.0892382428563836,2.4666143400000005,2.5205277034537814,3.3977558798880936,3.91029692,3.3734981020981594,4.5741172607385305,6.98505228,6.402168704148398,8.779759283190435
579,2344,-3.416036,0.8998952279830609,1.0860456193260613,2.46079372,2.5201933230220197,3.3968334119437134,3.90270736,3.3729273310871086,4.5726262966231666,6.97730124,6.400918102223753,8.77624953894424
580,2345,-3.416036,0.8976685704164861,1.0828727060759935,2.4549731,2.5198608536938543,3.3959163036063957,3.8951178,3.3723599755345037,4.571145008393876,6.9695502000000005,6.399673303730897,8.772762035942685
581,2346,-3.416036,0.8954494730026802,1.0797191143559361,2.4491524799999995,2.5195302849511125,3.395004510635017,3.88752824,3.371796025490309,4.569673316710843,6.96179916,6.398434312947401,8.769296614422759
582,2347,-3.416036,0.8932373089359872,1.0765800055701948,2.44333186,2.519201606286601,3.3940979893314203,3.87993868,3.3712354706243692,4.568211143510418,6.95404812,6.397201134690964,8.765853118945612
583,2348,-3.416036,0.8910314966691449,1.0734523612772637,2.43751124,2.5188748072080744,3.393196696521285,3.87234912,3.3706783002742995,4.566758411964484,6.94629708,6.39597377431905,8.762431398155325
584,2349,-3.416036,0.8888317173261561,1.0703350231894764,2.43169062,2.5185498769554533,3.392300588309294,3.86475956,3.37012450377737,4.5653150476886,6.9385460399999985,6.394752237156238,8.759031302172492
585,2350,-3.416036,0.886637638540069,1.0672268931726463,2.42587,2.5182268053149715,3.3914096238581375,3.85717,3.3695740696796963,4.563880974840112,6.930795,6.39353652912163,8.755652685783708
586,2351,-3.416036,0.8844460864336866,1.0641147332456884,2.42178162,2.517905581867888,3.3905237614476844,3.85090164,3.3690269865327576,4.562456120072999,6.92159798,6.392326656024356,8.752295404972253
